,arx4d1e1187b9a9c4d,arbdn871187b98cc11,easy,barsStart_var,ar6k1c41187fb444b6,indie,classic,segmentsPitches_mean_2,arl53rs1187b9b19ad,ar2joyq1187fb3cd29,arh3s5s1187fb4f76b,jazz,folk,electronic,electronica,aruksnl1187fb4c5ed,sectionsConfidence_mean,arnpi7b1187fb3dcb7,black,80s,american,guitar,technical,arzot5y1187b9b23ed,version,arlnyy01187b99fbad,arcnjnv1187b9b90c4,germany,ambient,groove,alternative,rock,island,arer3qp1187b9a8dc4,segmentsPitches_var_10,angeles,piano,artistFamiliarity,sad,arx56sc1187b9ba075,arh6w4x1187b99274f,reggae,arr6cvd1187fb3f2bf,artistHotness,artistTermsFreq_mean,ardw74m1187b98da34,ara3vyt1187b997694,thrash,heavy,singer,aruddc91187b9a00e5,artistTermsFreq_var,artist,pop,punk,world,stoner,post,electro,artistTermsWeight_mean,progressive,segmentsTimbre_mean_12,segmentsLoudnessMaxStart_mean,arc43071187b990240,electropop,contemporary,emo,artistTermsWeight_var,ska,brazilian,arabfu01187fb46712,arpr9w71187fb3723a,artistPlayMeID,ar5ex491187b99b3af,year,metal,south,experimental,death,arbacal11f4c8443c2,Hit_Flop_Class
19,0,0,1,1161.279276,0,1,0,54.35092551,0,0,0,3,0,1,1,0,0.549625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,592.0698634,0,0,0.411421048,0,0,0,0,0,0.338414818,0.629646053,0,0,0,0,0,0,0.037222478,0,2,0,0,0,0,1,0.732313028,0,0.257402235,-24.58289385,0,0,0,0,0.0195794,0,0,0,0,-1,0,1966,0,0,1,0,0,0.43483809
20,0,0,1,4719.54175,0,1,1,-124.4587536,0,0,0,3,1,2,1,0,0.646625,0,0,1,1,0,0,0,0,0,1,0,2,0,1,3,0,0,107.2153889,0,2,0.631946666,0,0,0,0,0,0.380704536,0.717238478,0,0,0,0,0,0,0.015789543,0,1,0,1,0,0,1,0.746581215,0,0.313027378,-28.37675648,0,0,2,0,0.011083683,0,0,0,0,22282,0,0,0,0,1,0,0,0.415983118
21,0,0,0,6049.025785,0,0,0,46.27616613,0,0,0,0,1,0,0,0,0.432076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.9882042,0,0,0.407455644,0,0,0,3,0,0.30004649,0.518759666,0,0,0,0,0,0,0.069952118,0,1,0,2,0,0,0,0.589790732,0,0.41628871,-16.08165,0,0,0,0,0.03508975,0,0,0,0,-1,0,0,0,0,0,0,0,0
22,0,0,0,4957.884761,0,0,1,36.11701508,0,0,1,0,0,0,1,0,0.631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,237.9720655,0,0,0.711165787,0,1,0,1,0,0.466826993,0.496874898,0,0,0,0,0,0,0.040486059,0,2,0,0,0,0,0,0.66017191,0,0.281531407,-21.95755653,0,0,0,0,0.030620656,1,0,0,0,2146,0,1990,0,0,1,0,0,0.62616576
23,0,0,1,526.2703932,0,0,0,30.46304839,0,0,0,0,0,0,0,0,0.654333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,197.036272,0,0,0.443162398,0,0,0,0,0,0.30045446,0.642622703,0,0,0,0,0,0,0.06683585,0,0,0,0,0,0,0,0.741135997,0,0.239043011,-36.95205914,0,0,0,0,0.03113581,0,0,0,0,-1,0,1985,0,0,0,0,0,0
24,0,0,0,5979.407017,0,0,0,68.90563092,0,0,0,0,0,1,1,0,0.672714286,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,224.7137287,0,0,0.400433513,0,0,0,0,0,0.266275286,0.67955131,0,0,0,0,0,0,0.039290738,0,0,0,5,0,0,0,0.718747763,0,0.467164724,-20.10338772,0,0,0,0,0.021915737,0,0,0,0,-1,0,2000,0,0,1,0,0,0.199238262
25,0,0,0,7359.445434,0,0,0,29.0504217,0,0,0,0,0,0,0,0,0.641333333,0,0,1,0,2,0,0,1,1,0,0,0,0,0,4,0,0,204.1675996,0,0,0.477364752,0,0,0,0,0,0.337507289,0.848288821,0,0,0,0,0,0,0.026668445,0,2,0,0,0,0,0,0.791557828,0,0.350998881,-22.85377964,0,0,1,0,0.017669496,0,0,1,0,86428,0,0,0,0,0,0,0,0.265861049
26,0,0,0,4887.134312,0,0,0,5.606777401,0,0,0,0,0,1,0,0,0.7346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,248.0184924,0,0,0.408389022,0,0,0,0,0,0.139247394,0.676196693,0,0,0,0,0,0,0.04427015,0,4,0,0,0,0,1,0.683787848,1,0.193277966,-18.28492881,0,0,0,0,0.015000625,0,0,0,0,113161,0,0,0,0,0,0,0,0.198785349
27,0,0,0,4463.543019,0,0,0,70.55540387,0,0,0,0,0,0,0,0,0.74225,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,233.4268647,0,0,0.562463784,0,0,0,0,0,0.322485106,0.371189165,0,0,0,0,0,0,0.114384204,0,4,4,0,0,1,0,0.511967483,0,0.433125161,-10.50071355,0,0,0,0,0.050156694,0,0,0,0,181528,0,2001,0,0,0,0,0,0
28,0,0,0,2675.601021,0,1,0,2.591818874,0,0,0,0,0,1,0,0,0.790888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,204.4573302,0,0,0.481004583,0,0,0,0,0,0.335651839,0.800856742,0,0,0,0,0,0,0.035599227,0,2,0,0,0,0,0,0.799602409,0,0.253780822,-13.11795129,0,0,0,0,0.018776566,1,0,0,0,-1,0,2005,1,0,0,0,0,0.249065795
29,0,0,0,6898.910689,0,2,0,-27.49726641,0,0,1,0,0,0,0,0,0.662727273,0,0,0,1,1,0,0,0,0,0,0,0,0,4,9,0,0,454.2612283,0,0,0.798645179,0,0,0,0,0,0.552413346,0.423061916,0,0,0,2,0,0,0.101627045,0,1,1,0,2,0,0,0.499715887,0,0.312871622,-19.86548938,0,0,0,0,0.056144395,0,0,0,0,-1,0,2005,4,0,0,1,0,0.725121284
30,0,0,0,4191.230986,0,1,0,45.46933179,0,0,0,0,0,1,0,0,0.44875,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,289.1249331,0,0,0.454043995,0,0,0,0,0,0.421415103,0.739342383,0,0,0,0,0,0,0.052765334,0,2,2,0,0,0,0,0.744672761,0,0.298978035,-12.64477919,0,0,0,0,0.022752814,0,0,0,0,119364,0,0,2,0,0,0,0,0.554654767
31,0,0,0,3289.502699,0,2,0,-12.70036006,0,0,0,0,0,1,0,0,0.574571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,202.4222702,0,0,0.543516131,0,0,0,0,0,0.404182207,0.36672534,0,0,0,0,1,0,0.093116308,0,0,0,0,0,0,0,0.578123873,0,0.378635401,-11.79418457,0,0,0,0,0.041359504,0,0,0,0,-1,0,0,0,3,0,0,0,0.304169503
32,1,0,0,8485.935185,0,0,0,-35.21213735,0,0,0,0,0,0,0,0,0.722083333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.5424604,0,0,0.559278494,0,0,0,0,1,0.432011947,0.6432328,0,0,0,0,0,0,0.050010732,0,0,0,0,0,0,0,0.740575823,0,0.279586265,-22.01081072,1,0,2,0,0.022336748,0,0,0,0,18351,0,1995,0,0,0,0,0,0.405115722
33,0,0,0,10528.90353,0,0,0,60.65194688,0,0,0,0,0,0,1,0,0.808222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,511.8437188,0,0,0.541975108,0,0,0,0,0,0.384184258,0.432662469,0,0,0,0,0,0,0.118586882,0,0,0,0,0,0,0,0.556451638,1,0.38610485,-18.49203741,0,0,0,0,0.06406509,0,0,0,0,-1,0,1991,0,0,0,0,0,0.511254835
34,0,0,0,2379.244906,0,1,0,-5.083587748,0,0,0,2,0,1,1,0,0.459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,483.6155682,0,0,0.432386477,0,0,0,0,0,0.28404741,0.692581385,0,0,0,0,0,0,0.040220525,0,0,0,1,0,0,1,0.695388964,0,0.287928808,-50.87350331,0,0,0,0,0.017192463,0,0,0,0,13700,0,0,0,0,0,0,0,0
35,0,0,1,5182.599604,0,3,0,5.901151321,0,0,0,2,3,0,1,0,0.566818182,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,356.4338554,0,0,0.652367864,0,0,0,1,0,0.437964733,0.792520277,0,0,1,1,1,0,0.020859579,0,2,0,2,0,0,0,0.761750059,0,0.419306645,-17.46416413,0,0,0,0,0.008868226,1,0,0,0,-1,0,1999,4,0,0,1,0,0.394394856
36,0,0,0,9064.025168,0,0,0,-82.83837037,0,0,0,1,6,0,0,0,0.688894737,0,0,1,2,1,0,0,0,0,0,0,0,0,1,3,0,0,323.6771301,0,0,0.573605491,0,0,0,0,0,0.372251208,0.547251199,0,0,0,0,1,0,0.030640933,0,2,0,0,0,0,0,0.678021418,0,0.173588761,-26.49870498,0,0,1,0,0.014967636,0,0,0,0,-1,0,1995,0,0,0,0,0,0.265861049
37,0,0,0,2855.274403,0,0,0,32.13612754,0,0,0,0,0,1,0,0,0.866333333,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,356.3246883,0,0,0.662649695,0,0,0,0,0,0.363177861,0.664915657,0,0,0,0,0,0,0.062731099,0,2,0,0,0,0,1,0.639568069,0,0.301476812,-18.33378841,0,2,0,0,0.031919785,0,0,0,0,-1,0,2007,0,0,0,0,0,0.215080319
38,0,0,0,4635.653809,0,0,0,-10.75776783,0,0,0,0,4,0,0,0,0.62575,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,400.7598082,0,0,0.434272037,0,0,0,0,0,0.301502462,0.47788086,0,0,0,0,1,0,0.052165937,0,1,0,1,0,0,0,0.630327197,0,0.509404643,-35.61886899,0,0,1,0,0.024488139,0,0,0,0,41096,0,1990,0,0,0,0,0,0.480610618
39,0,0,0,7483.934647,0,0,0,33.43405177,0,0,0,2,0,1,0,0,0.51725,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,0,309.5208052,0,0,0.661001337,0,0,0,3,0,0.446890727,0.69116452,0,0,0,0,0,0,0.016898664,0,4,0,0,0,0,0,0.747267284,0,0.324025532,-18.94291844,0,0,0,0,0.012605244,1,0,0,0,61410,0,1991,0,0,0,0,1,0.345802234
40,0,0,0,14015.70886,0,1,2,-8.454552394,0,0,0,0,1,1,1,0,0.632857143,0,0,0,0,1,0,0,0,0,0,0,1,0,1,11,0,0,194.1509291,0,0,0.830252262,0,0,0,0,0,0.507965802,0.423022697,0,0,0,1,0,0,0.086465601,0,2,0,0,0,1,0,0.494669016,5,0.109872311,-20.18035253,0,0,0,0,0.041635406,0,0,0,0,9392,0,1997,4,0,2,0,0,0.82517354
41,0,0,0,13911.35309,0,0,0,57.99255059,0,0,0,0,1,1,0,0,0.762545455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,343.3232618,0,0,0.554226467,0,0,0,0,0,0.424931835,0.675772995,0,0,0,0,0,0,0.068052934,0,3,0,2,0,0,0,0.703700524,0,0.352491389,-19.63247901,0,0,0,0,0.026005708,0,0,0,0,-1,0,0,0,0,0,0,0,0
42,0,0,1,2928.756993,0,0,0,-34.02047461,0,0,0,1,1,1,0,0,0.7663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233.88274,0,0,0.378013152,0,0,0,0,0,0.339408486,0.768383499,0,0,0,0,0,0,0.049760345,0,0,0,0,0,0,0,0.785586356,0,0.146741722,-17.74866004,0,0,0,0,0.026509821,0,2,0,0,60290,0,0,0,0,0,0,0,0
43,0,0,0,6615.134503,0,0,0,35.47920087,0,0,0,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,374.854508,0,0,0.441593442,0,0,0,0,0,0.382869956,0.556562685,0,0,0,0,0,0,0.077169753,0,0,0,3,0,0,0,0.668642727,0,0.40328685,-18.77390462,0,0,0,0,0.037603548,0,0,0,0,-1,0,0,0,0,0,0,0,0.392008771
44,0,0,0,3095.958827,0,0,0,3.157791148,0,0,0,0,0,0,0,0,0.691454545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,320.4721831,0,0,0.669500125,0,0,0,0,0,0.544446277,0.673252586,0,1,0,0,1,0,0.041634812,0,3,0,0,0,0,0,0.702110066,0,0.297587828,-22.16658506,0,1,1,0,0.014444388,0,0,0,0,11012,0,0,0,0,0,0,0,0.236420182
45,0,0,1,1234.959343,0,1,0,0.656903541,0,0,0,6,0,1,1,0,0.6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,318.2059191,0,0,0.530605798,0,0,0,1,0,0.350327605,0.783195572,0,0,0,0,0,0,0.007201188,0,4,0,0,0,0,1,0.820546694,0,0.356444444,-25.84093529,0,0,0,1,0.005586453,0,0,0,0,-1,0,2001,0,0,1,0,0,0.444401715
46,0,0,1,2865.701265,0,1,1,-138.9096868,0,0,0,3,1,2,1,0,0.71,0,0,1,1,0,0,0,0,0,1,0,2,0,1,3,0,0,94.58127528,0,1,0.631946666,0,0,0,0,0,0.380704536,0.717238478,0,0,0,0,0,0,0.015789543,0,1,0,1,0,0,1,0.746581215,0,0.402827402,-34.13414947,0,0,2,0,0.011083683,0,0,0,0,22282,0,1989,0,0,1,0,0,0.608500079
47,0,0,0,3689.493433,0,0,0,-6.190813578,1,1,0,0,0,1,0,0,0.5401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,467.8101244,0,0,0.618765785,0,0,0,5,0,0.409134869,0.626551513,0,0,0,0,0,0,0.034277943,0,2,0,1,0,0,0,0.710334457,0,0.379434267,-22.84197629,0,0,0,0,0.02390251,1,0,0,0,34193,0,2004,0,0,0,0,1,0
48,0,0,0,6838.591873,0,1,0,-3.438057341,0,0,0,0,1,0,0,0,0.589818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,330.8074716,0,0,0.605874049,0,0,0,1,0,0.433945514,0.641150231,0,0,0,0,0,0,0.05908746,0,2,2,1,0,0,0,0.662521748,0,0.354803649,-18.00327541,0,0,0,0,0.01949731,1,0,0,0,73536,0,0,0,0,0,0,0,0.270775999
49,0,0,0,105.1675423,0,0,0,-102.2961215,0,0,0,0,0,2,1,0,0.711666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,292.943244,0,0,0.786427083,0,0,0,0,0,0.512226738,0.384539966,0,0,0,0,0,0,0.098402018,0,0,0,0,0,0,0,0.544780649,3,0.347265193,-27.81062431,0,0,0,0,0.045723584,0,0,0,0,-1,0,0,0,0,1,0,0,0.304169503
50,0,0,0,5350.062874,0,1,0,9.979378238,0,0,0,0,0,0,0,0,0.5577,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,231.753466,0,0,0.53938059,0,0,0,0,0,0.360583582,0.882265605,0,0,0,0,0,0,0.00994257,0,0,0,0,0,1,0,0.819542083,0,0.227356218,-16.35192098,0,0,0,0,0.009251975,0,0,0,0,23520,0,1998,0,0,0,0,0,0
51,0,0,1,2140.00983,0,0,0,-63.1238223,0,0,0,1,1,0,0,0,0.533666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129.4646148,0,0,0.312415123,0,0,0,0,0,0.250601286,0.709468833,0,0,0,0,0,0,0.06468598,0,2,0,1,0,0,0,0.727501837,0,0.294696864,-32.97444599,0,0,0,0,0.018665235,0,0,0,0,-1,0,0,0,0,0,0,0,0
52,0,0,0,6806.895973,0,0,1,-78.14839748,0,0,0,1,0,0,0,0,0.772142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,428.4720661,0,0,0.524700041,0,0,0,0,0,0.389765518,0.324991425,0,0,0,0,1,0,0.108505242,0,1,0,0,0,0,0,0.440762162,0,0.40962776,-22.17215931,0,0,0,0,0.065277977,0,0,0,0,51164,0,0,0,0,0,0,0,0
53,0,0,1,2205.477658,0,2,1,-17.56177077,0,0,0,1,0,1,1,0,0.629777778,0,0,1,2,1,0,0,0,0,0,0,2,0,1,4,0,0,266.7690961,0,1,0.698770478,0,0,0,0,0,0.399451724,0.75661635,0,0,0,0,0,0,0.01027294,0,2,0,0,0,0,0,0.761478,0,0.443810888,-28.92073066,0,0,0,0,0.008404987,0,0,0,0,-1,0,0,0,0,1,0,0,0.445454525
54,0,0,0,9827.312559,0,0,0,77.69269423,0,0,0,0,4,0,0,0,0.642076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.6324824,0,0,0.352212817,0,0,0,1,0,0.297949266,0.521784275,0,0,0,0,0,0,0.065662328,0,0,0,2,0,0,0,0.621727177,0,0.134472252,-19.89217954,0,0,0,0,0.022588255,0,0,0,0,-1,0,2010,0,0,0,0,0,0
55,0,0,0,3129.35131,0,5,0,49.81985864,0,0,0,1,1,1,1,0,0.51675,0,1,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,288.7497257,0,0,0.682045692,0,0,0,2,0,0.373464228,0.756910616,0,0,1,0,1,0,0.006077307,0,4,2,0,0,1,1,0.806047978,1,0.523560209,-12.03306457,0,0,0,1,0.007016272,0,0,0,0,-1,0,2005,2,0,3,0,0,0.543052864
56,0,0,0,5246.405713,0,0,0,41.36661417,0,0,0,0,0,0,0,0,0.702444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.6337962,0,0,0.424278927,0,0,0,1,0,0.29547099,0.637550666,0,0,0,0,0,0,0.089000562,0,0,0,1,0,0,0,0.802521004,0,0.290125109,-17.80234821,0,0,0,0,0.032993029,0,0,0,0,193294,0,0,0,0,0,0,0,0
57,0,0,0,8915.344315,0,2,0,-37.95853991,0,0,0,4,0,1,1,0,0.639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,201.1681078,0,0,0.602555589,0,0,0,0,0,0.389535576,0.714976304,0,0,0,0,0,0,0.018692464,0,2,0,0,1,1,1,0.768925428,0,0.146660798,-15.86393192,0,0,0,0,0.01376761,0,0,0,0,-1,0,2009,5,0,0,0,0,0.570850642
