,world,industrial,arwem1d1187fb4077b,segmentsPitches_mean_6,english,arorx9k1187fb3dc3f,progressive,epic,ardibrt1187b9af176,artistTermsWeight_var,lyrics,metal,punk,segmentsPitches_var_12,indietronica,heavy,arbfq7l1187b9acd48,artistTermsFreq_var,american,arh6w4x1187b99274f,armi8bw1187fb57b2e,music,segmentsPitches_var_9,arfcun31187b9ad578,classic,segmentsPitches_var_7,funky,arxdfn01187b9ae80e,arnlo5s1187b9b80cc,artistTermsFreq_mean,swedish,rock,arm7edf1187b9b3fa1,segmentsPitches_mean_1,sexy,contemporary,future,garage,metalcore,aruj5a41187fb3f5f1,emotional,artistTermsWeight_mean,indie,ar633sy1187b9ac3b9,chart,armkodx11f50c4bd1b,grunge,loudness,ar13ulo1187fb3f043,cover,arbeohf1187b9b044d,hard,segmentsTimbre_mean_7,post,aggressive,artistFamiliarity,alternative,melodic,jazz,arndl191187fb51583,revival,wave,ardahwh1187fb4b0e7,artistHotness,album,guitarist,ard3lxu1187b9abfc5,segmentsLoudnessMaxStart_mean,guitar,ar30r5e1187b9ad78a,segmentsPitches_mean_5,death,00s,latin,arlr9u31187b9a71ad,usa,dub,year,acid,arh3s5s1187fb4f76b,emo,Hit_Flop_Class
22,0.0,0.0,0.0,-18.30149414,0.0,0.0,0.0,0.0,0.0,0.022336747999999997,0.0,0.0,0.0,329.85771360000007,0.0,0.0,0.0,0.050010732,0.0,0.0,0.0,1.0,486.63361889999993,0.0,0.0,640.5816461000001,0.0,0.0,0.0,0.6432328,0.0,0.0,0.0,40.20001173,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.740575823,0.0,0.0,0.0,0.0,0.0,-11.829,0.0,0.0,0.0,0.0,0.264460637,0.0,0.0,0.559278494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432011947,0.0,0.0,0.0,-22.01081072,0.0,0.0,2.494175879,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0,0.405115722
23,0.0,0.0,0.0,-16.14830716,1.0,0.0,1.0,0.0,0.0,0.06406509,0.0,0.0,0.0,161.6439248,0.0,0.0,0.0,0.11858688199999999,0.0,0.0,0.0,1.0,258.5936117,0.0,0.0,708.4509425,1.0,0.0,0.0,0.432662469,0.0,0.0,0.0,46.88057644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556451638,0.0,0.0,0.0,0.0,0.0,-5.7010000000000005,0.0,0.0,0.0,0.0,0.429541801,0.0,0.0,0.5419751079999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38418425799999995,0.0,0.0,0.0,-18.49203741,0.0,0.0,-5.0124314089999995,0.0,0.0,0.0,0.0,0.0,0.0,1991.0,2.0,0.0,0.0,0.511254835
24,2.0,0.0,0.0,9.976445156,0.0,0.0,0.0,0.0,0.0,0.008868226,0.0,4.0,0.0,389.38484680000005,0.0,1.0,0.0,0.020859579,0.0,0.0,0.0,1.0,313.6075337,0.0,0.0,535.2406917,0.0,0.0,0.0,0.792520277,0.0,4.0,0.0,47.99966293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761750059,3.0,0.0,0.0,0.0,0.0,-6.01,0.0,0.0,0.0,1.0,0.41308246600000004,0.0,0.0,0.652367864,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.437964733,0.0,0.0,0.0,-17.46416413,1.0,0.0,8.408164131,1.0,0.0,1.0,0.0,0.0,1.0,1999.0,0.0,0.0,0.0,0.394394856
25,0.0,0.0,0.0,-4.224968072,0.0,0.0,0.0,0.0,0.0,0.014967636000000001,0.0,0.0,0.0,337.11965530000003,0.0,0.0,0.0,0.030640933,2.0,0.0,0.0,0.0,397.4741786,0.0,0.0,965.6817848999999,0.0,0.0,0.0,0.547251199,0.0,3.0,0.0,37.26505236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6780214179999999,0.0,0.0,0.0,0.0,0.0,-14.248,0.0,1.0,0.0,0.0,0.18616092,0.0,0.0,0.573605491,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37225120799999994,0.0,0.0,0.0,-26.49870498,1.0,0.0,33.50799617,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0,0.26586104899999996
26,0.0,0.0,0.0,-1.504210145,0.0,0.0,0.0,0.0,0.0,0.031919785,0.0,0.0,0.0,481.2468631,0.0,0.0,0.0,0.062731099,1.0,0.0,0.0,0.0,476.6289466,0.0,0.0,766.6590262999999,0.0,0.0,0.0,0.664915657,0.0,2.0,0.0,47.23347971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.639568069,0.0,0.0,0.0,0.0,0.0,-5.912999999999999,0.0,0.0,0.0,0.0,0.285017391,0.0,0.0,0.662649695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363177861,1.0,0.0,0.0,-18.33378841,0.0,0.0,34.94324638,0.0,1.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,0.0,0.215080319
27,1.0,0.0,0.0,8.73927529,0.0,0.0,0.0,0.0,0.0,0.024488139,0.0,0.0,0.0,254.0318494,0.0,0.0,0.0,0.052165937,1.0,0.0,0.0,0.0,522.6673655000001,0.0,0.0,659.1312137,0.0,0.0,0.0,0.47788086,0.0,2.0,0.0,29.15990547,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6303271970000001,0.0,0.0,0.0,0.0,0.0,-18.114,0.0,1.0,0.0,0.0,0.154074627,0.0,0.0,0.43427203700000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30150246199999997,0.0,0.0,0.0,-35.61886899,0.0,0.0,-20.23398839,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,0.0,0.0,0.0,0.480610618
28,0.0,1.0,0.0,-20.70666383,0.0,0.0,0.0,0.0,0.0,0.012605244,0.0,0.0,0.0,384.2999138,0.0,0.0,0.0,0.016898664,0.0,0.0,0.0,1.0,414.3606702,0.0,0.0,731.8272594,0.0,0.0,0.0,0.69116452,0.0,3.0,0.0,44.68831844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7472672840000001,0.0,0.0,0.0,0.0,0.0,-8.095,0.0,0.0,0.0,0.0,0.258851773,0.0,0.0,0.6610013370000001,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.44689072700000004,0.0,0.0,0.0,-18.94291844,0.0,0.0,16.40860993,0.0,0.0,0.0,0.0,0.0,1.0,1991.0,1.0,0.0,0.0,0.345802234
29,0.0,0.0,0.0,-20.58192991,1.0,0.0,5.0,1.0,0.0,0.041635406,1.0,4.0,0.0,201.6763218,0.0,1.0,0.0,0.086465601,0.0,0.0,0.0,0.0,326.3181997,0.0,2.0,443.14767919999997,0.0,0.0,0.0,0.423022697,0.0,11.0,0.0,42.72144344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.494669016,1.0,0.0,0.0,0.0,0.0,-7.982,0.0,0.0,0.0,0.0,0.674462873,1.0,0.0,0.830252262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079658020000001,0.0,0.0,0.0,-20.18035253,1.0,0.0,-23.24277377,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,0.0,0.0,0.0,0.82517354
30,3.0,0.0,0.0,-10.34484465,0.0,0.0,0.0,0.0,0.0,0.037603548,0.0,0.0,0.0,187.5634236,0.0,0.0,0.0,0.077169753,0.0,0.0,0.0,3.0,220.8597555,0.0,0.0,659.0953572999999,0.0,0.0,0.0,0.556562685,0.0,0.0,0.0,46.9955354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668642727,0.0,0.0,0.0,0.0,0.0,-6.284,0.0,0.0,0.0,0.0,0.52387789,0.0,0.0,0.441593442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382869956,0.0,0.0,0.0,-18.77390462,0.0,0.0,37.09154913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39200877100000003
31,0.0,0.0,0.0,-3.332459198,1.0,0.0,0.0,0.0,0.0,0.014444388,0.0,0.0,0.0,149.3057678,0.0,0.0,0.0,0.041634812,1.0,0.0,0.0,2.0,390.5548967,0.0,0.0,605.8929522999999,0.0,0.0,0.0,0.6732525859999999,0.0,4.0,0.0,42.74539972,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7021100659999999,0.0,0.0,0.0,0.0,0.0,-5.157,0.0,0.0,0.0,0.0,0.46836652799999995,0.0,0.0,0.669500125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544446277,0.0,0.0,0.0,-22.16658506,0.0,0.0,-28.30526279,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23642018199999998
32,0.0,0.0,0.0,-0.9757326009999999,0.0,0.0,0.0,0.0,0.0,0.005586453000000001,0.0,0.0,0.0,199.226819,1.0,0.0,0.0,0.007201188000000001,0.0,0.0,0.0,2.0,347.2857259,0.0,0.0,624.6914227000001,0.0,0.0,0.0,0.783195572,0.0,5.0,0.0,40.17080952,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.820546694,1.0,0.0,0.0,0.0,0.0,-12.717,0.0,0.0,0.0,0.0,0.34308547,0.0,0.0,0.530605798,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.350327605,0.0,0.0,0.0,-25.84093529,0.0,0.0,19.09898291,0.0,0.0,0.0,0.0,0.0,1.0,2001.0,1.0,0.0,1.0,0.444401715
33,1.0,0.0,0.0,-12.89893772,0.0,0.0,0.0,0.0,0.0,0.011083683,0.0,0.0,0.0,358.94416010000003,0.0,0.0,0.0,0.015789543,1.0,0.0,0.0,1.0,572.3238786000001,0.0,1.0,982.2849126,0.0,0.0,0.0,0.717238478,0.0,3.0,0.0,29.22892171,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.746581215,1.0,0.0,0.0,0.0,0.0,-23.988000000000003,0.0,0.0,0.0,0.0,0.159562278,0.0,0.0,0.631946666,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.38070453600000004,0.0,0.0,0.0,-34.13414947,0.0,0.0,34.37589858,0.0,0.0,0.0,0.0,0.0,0.0,1989.0,1.0,0.0,0.0,0.608500079
