,ar8c10w1187b9a7fd3,ardh00c1187b999457,arlmmzu11f4c840fe8,love,ar5wu281187fb49c5f,heavy,segmentsLoudnessMaxStart_mean,el,artmszo1187b98f20e,pop,artistTermsWeight_mean,arv6fhx1187b98e981,drum,argql451187b9af4ff,segmentsPitches_mean_2,arh6w4x1187b99274f,ambient,progressive,metal,arpisa41187fb3de42,swing,indie,segmentsPitches_var_10,arsm2yu1187b99d602,ar43vrg1187b98cb01,ars8vy21187b990549,chinese,year,classic,garde,uk,artistTermsFreq_mean,thrash,artistFamiliarity,sectionsConfidence_mean,ar8ksrb1187fb3d73b,ar0e39c1187fb51c58,punk,folk,death,ar2o3b51187b98cd94,arfamuk1187fb53f2e,grunge,hop,ard2lkr1187b9904b7,arorx9k1187fb3dc3f,electronica,aggressive,crossover,arf53zn1187b9b5300,artihcd1187fb4fc8d,artft6p1187fb4acbe,artistHotness,arjql8p1187b9afdbd,arnloio11f4c841019,guitar,areaex91187b98dc01,arc28sn1187b989049,segmentsPitches_var_9,arsk5c61187fb3d9e9,segmentsTimbre_mean_12,arzvef91187b9ac770,artistTermsWeight_var,armo54h1187fb52a77,arp06gy1187b98b0f0,arh5ane1187b98e894,armi8bw1187fb57b2e,artistPlayMeID,hard,arg274e1187fb4bca8,rock,experimental,ar2xdis1187b997bf3,artistTermsFreq_var,melodic,arnnq9e1187fb3c82f,alternative,jamaican,80s,arkyi5t1187b99334f,Hit_Flop_Class
10,0,0,0,0,0,0,0.718631121,0,0,0.454545455,0.535836564,0,0,0,0.381635965,0,0.166666667,0.2,0,0,0,0.166666667,0.224281837,0,0,0,0,0,0,0,0.25,0.654667912,0,0.684305557,0.38808709,0,0,0.071428571,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412917803,0,0,0,0,0,0.109057298,0,0.199972365,0,0.121501379,0,0,0,0,0.143135253,0,0,0.052631579,0,0,0.103091689,0,0,0.142857143,0,0,0,0.313562114
11,0,0,0,0,0,0,0.873209151,0,0,0,0.462180856,0,0,0,0.600692061,0,0,0,0.153846154,0,0,0.166666667,0.152875592,0,0,0,0,0,0,0,0,0.649739114,0,0.615254035,0.537234043,0,0,0.071428571,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.396976239,0,0,0,0,0,0.130095807,0,0.437314365,0,0.269887803,0,0,0,0,0,0.2,0,0.157894737,0,0,0.195524106,0,0,0.428571429,0,0,0,0.375984302
12,0,0,0,0,0,0,0.628509898,0,0,0.272727273,0.676169796,0,0,0,0.398179771,0,0.166666667,0,0,0,0,0,0.227603195,0,0,0,0,0.981094527,0.666666667,0,0,0.805762654,0,0.714011649,0.474693746,0,0,0,0.2,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.454311008,0,0,0,0,0,0.252006194,0,0.393024955,0,0.050242604,0,0,0,0,0.179967567,0,0,0.368421053,0,0,0.018611226,0,0,0.142857143,0,0,0,0.413739836
13,0,0,0,0,0,0,0.582140667,0,0,0.272727273,0.637131846,0,0,0,0.562687845,0,0.166666667,0.8,0,0,0,0.166666667,0.140590822,0,0,0,0,0,0,0,0,0.745753268,0,0.566255322,0.496668816,0,0,0,0.1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.494282934,0,0,0.2,0,0,0.091532798,0,0.513586317,0,0.083783348,0,0,0,0,0,0.6,0,0.421052632,0,0,0.029966162,0,0,0.285714286,0,0,0,0.377531645
14,0,0,0,0,0,0,0.558182295,0,0,0,0.575620441,0,0,0,0.334489997,0,0,0,0,0,0,0,0.077751117,0,0,0,0,0,0.333333333,0,0,0.56576372,0,0.603614442,0.525209542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417718053,0,0,0,0,0,0.14294279,0,0.103701214,1,0.10951689,0,0,0,0,0,0,0,0,0,0,0.089782461,0,0,0,0,0,0,0.394394856
15,0,0,0,0,0,0,0.368026151,0,0,0.090909091,0.467989549,0,0,0,0.326207465,0,0.166666667,0,0,0,0,0.333333333,0.242830012,0,0,0,0,0,0,0.5,0,0.55170471,0,0.500481481,0.332650662,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.321882237,0,0,0.2,0,0,0.117384732,0,0.127262867,0,0.182965951,0,0,0,0,0,0,0,0.210526316,0,0,0.152258983,0,0,0.142857143,0,0,0,0
16,0,0,0,0,0,0,0.860520136,0,0,0,0.490054983,0,0,0,0.475038788,0,0,0,0.153846154,0,0,0.166666667,0.071804905,0,0,0,0,0.998507463,0,0,0,0.596625807,0,0.533230134,0.294165055,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42914748,0,0,0,0,0,0.052433556,0,0.335129532,0,0.20275619,0,0,0,0,0,0,0,0.210526316,0,0,0.149613035,0,0,0.142857143,0,0,0,0.450992312
17,0,0,0,0,0,0,0.616663576,0,0,0,0.469178986,0,0,0,0.513961475,0,0,0,0,0,0,0,0.21253458,0,0,0,0,0,0,0,0,0.593149519,0,0.487258561,0.45660864,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382159648,0,0,0,0,0,0.207222637,0,0.171630766,0,0.257252066,0,0,0,0,0,0,0,0,0,0,0.181987811,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0.485519055,0,0,0.272727273,0.708928783,0,0,0,0.449972844,0,0.166666667,0,0,0,0,0.5,0.621943196,0,0,0,0,0.99800995,0,0,0,0.744389196,0,0.672084291,0.563077585,0,0,0,0,0,0,0,0,0.25,0,0,0.666666667,0,0,0,0,0,0.430343114,0,0,0,0,0,0.182188389,0,0.585287288,0,0.116509264,0,0,0,0,0,0,0,0.157894737,0.333333333,0,0.065747718,0,0,0.428571429,0,0,0,0.785892288
19,0,0,0,0,0,0,0.606103784,0,0,0.181818182,0.58043497,0,0,0,0.6199682,0,0,0,0,0,0,0.166666667,0.368712537,0,0,0,0,0.978109453,0,0,0,0.629646053,0,0.415602605,0.419245648,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.369427024,0,0,0,0,0,0.19742359,0,0.238932805,0,0.152247557,0,0,0,0,0,0,0,0.210526316,0.333333333,0,0.102094539,0,0,0.142857143,0,0,0,0.43483809
20,0,0,0,0,0,0,0.522577859,0,1,0.090909091,0.602798525,0,0,0,0.204111817,0,0.333333333,0,0,0,0,0.166666667,0.04813211,0,0,0,0,0,0.333333333,0.5,0,0.717238478,0,0.638369577,0.544326241,0,0,0,0.1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.415592156,0,0,0,0,0,0.193837141,0,0.297727568,0,0.086185668,0,0,0,0,0.091712421,0,0,0.157894737,0.333333333,0,0.043307867,0,0,0.142857143,0,0.25,0,0.415983118
21,0,0,0,0,0,0,0.793267719,0,0,0.090909091,0.357049532,0,0,0,0.60118879,0,0,0,0,0,0,0,0.122035062,0,0,0,0,0,0,0,0,0.518759666,0,0.411596897,0.267668502,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327542637,0,0,0,0,0,0.055154321,0,0.406872916,0,0.272854567,0,0,0,0,0,0,0,0,0,0,0.191866035,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0.66390338,0,0,0.181818182,0.46736301,0,0,0,0.577561725,0,0,0,0,0,0,0,0.134586981,0,0,0,0,0.990049751,0.333333333,0,0,0.496874898,0,0.718393856,0.52417795,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0,0,0,1,0.509606842,0,0,0,0,0,0.088985615,1,0.2644369,0,0.238103316,0,0,0,0,0.008836627,0,0,0.157894737,0.333333333,0,0.111045953,0,0,0,0,0,0,0.62616576
23,0,0,0,0,0,0,0.33378344,0,0,0,0.594263843,0,0,0,0.564412336,0,0,0,0,0,0,0,0.107520686,0,0,0,0,0.987562189,0,0,0,0.642622703,0,0.447666564,0.554266064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327987993,0,0,0,0,0,0.380358559,0,0.219527439,1,0.242109105,0,0,0,0,0,0,0,0,0,0,0.183318674,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0.704724881,0,1,0,0.559173155,0,0,0,0.653817973,0,0.166666667,0,0,0,0,0,0.125820715,0,0,0,0,0.995024876,0,0,0,0.67955131,0,0.404503396,0.577968132,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.290676653,0,0,0,0,0,0.034161247,0,0.460647936,0,0.170414692,0,0,0,0,0,0,0,0.052631579,0.333333333,0,0.107767403,0,0,0.285714286,0,0,0,0.199238262
25,1,0,0,0,0,0,0.644172074,0,0,0.181818182,0.673293603,0,0,0,0.561127,0,0,0,0,0,0,0,0.112235841,0,0,0,0,0,0,0,0,0.848288821,0,0.48221654,0.537502686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36843633,0,0,0.4,0,0,0.06997002,0,0.337862755,0,0.137396325,0,0,0,0,0.355724669,0.2,1,0.210526316,0,0,0.073146732,0,0,0,0,0.25,0,0.265861049
26,0,0,0,0.333333333,0,0,0.74476019,0,0,0.363636364,0.504377967,0,0,0,0.506604286,0,0,0.2,0,0,0,0,0.141229568,0,0,0,0,0,0,0,0,0.676196693,0,0.412539762,0.657769181,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.152007973,0,0,0,0,0,0.107185695,0,0.17115462,0,0.116643437,0,0,0,0,0.46575241,0.2,0,0.105263158,0,0,0.121425032,0,0,0,0,0,0,0.198785349
27,0,0,0,0,0,0,0.916137977,0,0,0.363636364,0.23507156,0,0,0,0.657654838,0,0,0,0,0,0,0,0.131581745,0,0,0,0,0.995522388,0,0,0,0.371189165,0,0.568180492,0.667633785,0,0,0.285714286,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.352037519,0,0,0.2,0,0,0.048951984,0,0.424668738,0,0.390013694,0,0,0,0,0.74713746,0,0,0.157894737,0,0,0.313735228,0.75,0,0.142857143,0,0,0,0
28,0,0,0,0,0,0,0.858516702,0,0,0.181818182,0.685902453,0,0,0,0.499592418,0,0,0,0.038461538,0,0,0.166666667,0.112427408,0,0,0,0,0.997512438,0,0,0,0.800856742,0,0.485893365,0.730353177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366410847,0,0,0,0,0,0.108243026,0,0.235105037,0,0.146004796,0,0,0,0,0,0,0,0.052631579,0,0,0.097642255,0,0,0.142857143,0,0,0,0.249065795
29,0,0,0,0,0,0.666666667,0.709962466,0,0,0.090909091,0.215868753,0,0,0,0.429614449,0,0,0,0.153846154,0,0,0.333333333,0.277594988,0,0,0,0,0.997512438,0,0,0,0.423061916,0,0.806762362,0.565089972,0,0,0.071428571,0,0.166666667,0,0,0.25,0,0,0,0,1,0,0,0,0,0.603036296,0,0,0.2,0,0,0.059900489,0,0.297562937,0,0.436573489,0,0,0,1,0,0.4,0,0.473684211,0,0,0.278744643,0,0,0.571428571,0,0,0,0.725121284
30,0,0,0,0,0,0,0.868934089,0,0,0.181818182,0.599807267,0,0,0,0.599312341,0,0,0,0.076923077,0,0,0.166666667,0.168408693,0,0,0,0,0,0,0,0,0.739342383,0,0.458658758,0.289168279,0,0,0.142857143,0,0,0,0,0,0.125,0,0,0,0,0.5,0,0,0,0.460033424,0,0,0,0,0,0.094868654,0,0.282877668,0,0.176923723,0,0,0,0,0.491282731,0.2,0,0.315789474,0,0,0.144725788,0,0,0.285714286,0,0,0,0.554654767
31,0,0,0,0,0,0,0.887660835,0,0,0,0.338763225,0,0,0,0.464027508,0,0,0,0,0,0,0.333333333,0.111081849,0,0,0,0,0,0,0,0,0.36672534,0,0.549040261,0.451413835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441221312,0,0,0.2,0,0,0.135520617,0,0.367074054,0,0.321607579,0,0,0,0,0,0,0,0.105263158,0,0,0.255401227,0,0,0,0,0,0,0.304169503
32,0,0,0,0,0,0,0.662730933,0,0,0,0.593385842,0,0,0,0.41167203,0,0,0,0,0,0,0,0.12240153,1,0,1,0,0.992537313,0,0,0,0.6432328,0,0.564962828,0.641629056,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.471601359,0,0,0,1,0,0.15824932,0,0.262380921,0,0.173688433,0,0,0,0,0.075533202,0,0,0,0,0,0.137170412,0,0,0,0,0,0,0.405115722
33,0,0,0,0,0,0,0.740200474,0,0,0,0.304794774,0,0,0,0.63462244,0,0,0.2,0,0,0,0,0.315667896,0,0,0,0,0.990547264,0,0,0.25,0.432662469,0,0.547483576,0.752704348,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.419390758,0,0,0,0,0,0.071949834,0,0.374969125,0,0.498164062,0,0,0,0,0,0,0,0,0,0,0.325262415,0,0,0,0,0,0,0.511254835
34,0,0,0,0,0,0,0.027288024,0,0,0,0.52256123,0,0,0,0.48174178,0,0,0,0,0,0,0.166666667,0.297003754,0,0,0,0,0,0,0,0,0.692581385,0,0.43678112,0.302385558,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.310077407,0,0,0,0,0,0.107738778,0,0.271198837,0,0.133686961,0,0,0,0,0.056390606,0,0,0.105263158,0,0,0.110317641,0,0,0.142857143,0,0,0,0
35,0,0,0,0,0,0.333333333,0.762830198,0,0,0.181818182,0.626573744,0,0,0,0.507288909,0,0,0,0.153846154,0,0,0.5,0.212912609,0,0,0,0,0.994527363,0,0,0,0.792520277,0.125,0.65899833,0.441416095,0,0,0,0.3,0.166666667,0,0,0,0.125,0,0,0.333333333,0,0,0,0,0,0.478099656,0,0,0.2,0,0,0.092769309,0,0.410062818,0,0.068958484,0,0,0,0,0,0.2,0,0.210526316,0,0,0.057214061,0.25,0,0.142857143,0,0,0,0.394394856
36,0,0,0,0,0,0,0.563925162,0,0,0.181818182,0.495339827,0,0,0,0.300908043,0,0,0,0,0,0,0,0.191254224,0,0,0,0,0.992537313,0,0,0,0.547251199,0,0.57943544,0.598832672,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406364168,0,0,0.2,0,0,0.124507811,0,0.150343489,0,0.116386918,0,0,0,0,0,0,0,0.157894737,0,0,0.084042549,0,0,0.142857143,0,0.25,0,0.265861049
37,0,0,0,0,0,0,0.743684494,0,0,0.181818182,0.43506913,0,0,0,0.568303404,0,0,0,0,0,0,0,0.212840429,0,0,0,0,0.998507463,0,0,0,0.664915657,0,0.669384662,0.827638083,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.396459343,0,0,0,0,0,0.154463151,0,0.28551883,0,0.24820522,0,0,0,0,0,0,0,0.105263158,0,0,0.172060083,0,0,0.285714286,0,0,0,0.215080319
38,0,0,0,0,0,0,0.363135041,0,0,0.090909091,0.420585247,0,0,0,0.468545381,0,0,0,0,0,0,0,0.24222044,0,0,0,0,0.990049751,0,0,0,0.47788086,0,0.438685844,0.517408124,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329132034,0,0,0,0,0,0.171885935,0,0.505294762,0,0.190417446,0,0,0,0,0.169147123,0,0,0.105263158,0,0,0.14308175,0,0,0.142857143,0,0,0,0.480610618
39,0,0,0,0,1,0,0.730273848,0,0,0.363636364,0.60387385,0,0,0,0.571321977,0,0.166666667,0,0,0,0,0,0.181894218,0,0,0,0,0.990547264,0,0,0.5,0.69116452,0,0.667719551,0.377498388,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.487843625,0,0,0,0,0,0.130898337,0,0.309352417,0,0.098017182,0,0,0,0,0.25275553,0,0,0.157894737,0,0,0.046349986,0,0,0,0,0.25,0,0.345802234
40,0,0,0,0,0,0.333333333,0.703030419,0,0,0.181818182,0.20795843,0,0,0,0.473901952,0,0.166666667,1,0.153846154,0,0,0.166666667,0.105612929,0,0,0,0,0.993532338,0.666666667,0,0.25,0.423022697,0,0.83869069,0.526572718,0,0,0,0.1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.554515596,0,0,0.2,0,0,0.097579535,0,0.082996361,0,0.323752967,0,0,0,0,0.03865973,0,0,0.578947368,0.666666667,0,0.237159538,0,0,0.142857143,0,0,0,0.82517354
41,0,0,0,0,0,0,0.715092438,0,0,0.272727273,0.535588536,0,0,0,0.628437501,0,0,0,0,0,0,0,0.204244029,0,0,0,0,0,0,0,0,0.675772995,0,0.559859454,0.693804584,0,0,0,0.1,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.463872428,0,0,0,0,0,0.116093847,0,0.339440309,0,0.202217918,0,0,0,0,0,0,0,0.052631579,0,0,0.186656916,0,0,0.142857143,0,0,0,0
42,0,0,0,0,0,0,0.756566718,0,0,0,0.663934085,0,0,0,0.414443471,0,0,0,0,0,0,0,0.131883164,0,0,0,0,0,0,0,0,0.768383499,0,0.381855161,0.698646035,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370511752,0,0,0,0,0,0.079978343,0,0.121966657,0,0.206137853,0,0,0,0,0.248145831,0,0,0,0,0,0.136483646,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0.733994867,0,0,0,0.480639931,0,0,0,0.576078366,0,0,0,0,0,0,0,0.225092141,0,0,0,0,0,0,0,0,0.556562685,0,0.446081661,0.337201805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417956014,0,0,0,0,0,0.05766983,0,0.393130187,0,0.292401622,0,0,0,0,0,0,0,0,0,0,0.211662705,0,0,0,0,0,0,0.392008771
44,0,0,0,0,0,0,0.659301395,0,0,0.272727273,0.533095697,0,0,0,0.500908696,0,0,0,0,0,0,0,0.189135148,1,1,0,0,0,0,0,0,0.673252586,0,0.676304718,0.60213352,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.594339128,0,0,0,0,0,0.121889278,0,0.281408245,0,0.112318191,0,0,0,0,0.04532733,0,0,0.210526316,0,0,0.114196775,0,0,0,0,0,0,0.236420182
45,0,0,0,0,0,0,0.578406662,0,0,0.363636364,0.718729936,0,0,0,0.4950924,0,0,0,0,0,0,0.166666667,0.18763672,0,0,0,0,0.995522388,0,0,0,0.783195572,0,0.535998712,0.551515152,0,0,0,0,0,0,0,0,0.25,0,0,0.333333333,0,0,0,0,0,0.382431494,0,0,0,0,0,0.105514488,0,0.343618616,0,0.043439729,0,0,0,0,0,0,0,0.263157895,0.333333333,0,0.019751559,0,0,0,0,0,0,0.444401715
46,0,0,0,0,0,0,0.395822722,0,1,0.090909091,0.602798525,0,0,0,0.170503386,0,0.333333333,0,0,0,0,0.166666667,0.039778573,0,0,0,0,0.989552239,0.333333333,0.5,0,0.717238478,0,0.638369577,0.626047711,0,0,0,0.1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.415592156,0,0,0,0,0,0.190677951,0,0.392644558,0,0.086185668,0,0,0,0,0.091712421,0,0,0.157894737,0.333333333,0,0.043307867,0,0,0.142857143,0,0.25,0,0.608500079
47,0,0,0,0,1,0,0.644431938,0,0,0.181818182,0.545986376,0,0,0,0.479166713,0,0,0,0,0,0,0,0.286553369,0,0,0,0,0.997014925,0,0,0,0.626551513,0,0.625054729,0.40696325,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.446627834,0,0,0,0,0,0.113084621,0,0.367918441,0,0.18586365,0,0,0,0,0.140735741,0,0,0.210526316,0,0,0.094018211,0,0,0,0.5,0,0,0
48,0,0,0,0,0,0,0.750961089,0,0,0.181818182,0.47104608,0,0,0,0.485568779,0,0,0,0,0,0,0.166666667,0.195968727,0,0,0,0,0,0,0,0,0.641150231,0,0.612031966,0.47107438,0,0,0.142857143,0.1,0,0,0,0,0.125,0,0,0,0,0.5,0,0,0,0.473712117,0,0,0,0,0,0.304044898,0,0.341884326,0,0.151609233,0,0,0,0,0.302663747,0,0,0.263157895,0,0,0.162066239,0,0,0.142857143,0,0,0,0.270775999
49,0,0,0,0,0,0,0.535041861,0,0,0,0.286501994,0,0,0,0.255655291,0,0.166666667,0.6,0,0,0,0,0.170933318,0,0,0,0,0,0,0,0,0.384539966,0,0.794420085,0.628196863,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.559167003,0,0,0,0,0,0.110175612,0,0.333916315,0,0.355542252,0,0,0,0,0,0,0,0.052631579,0.333333333,0,0.269898976,0.25,0,0.142857143,0,0,0,0.304169503
50,0,0,0,0,0,0,0.787317416,0,0,0,0.717155337,0,0,0,0.516773612,0,0,0,0,0,0,0.166666667,0.130475312,0,0,0,0,0.994029851,0,0,0,0.882265605,0,0.544862688,0.429658285,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.393627325,0,0,0,0,0,0.129779374,0,0.207174712,0,0.07194248,0,0,0,0,0.096807784,0.2,0,0.210526316,0,0,0.027270675,0,0,0.428571429,0,0,0,0
51,0,0,0,0.333333333,0,0,0.421354829,0,0,0.181818182,0.572894044,0,0,0,0.346758025,0,0,0,0,0,0,0,0.062843052,0,0,0,0,0,0,0,0,0.709468833,0,0.315590414,0.398667527,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273566293,0,0,0,0,0,0.173039215,0,0.278352549,0,0.145139097,0,0,0,0,0,0,0,0.052631579,0,0,0.177421969,0,0,0,0,0,0,0
