,guitar,chart,segmentsPitches_var_9,uk,segmentsPitches_mean_5,arorx9k1187fb3dc3f,garage,ar13ulo1187fb3f043,alternative,segmentsTimbre_mean_7,artistTermsFreq_mean,arxdfn01187b9ae80e,indie,arlr9u31187b9a71ad,grunge,classic,wave,ar30r5e1187b9ad78a,ardahwh1187fb4b0e7,arh3s5s1187fb4f76b,electronica,segmentsPitches_mean_1,contemporary,armkodx11f50c4bd1b,songHotttnesss,heavy,usa,indietronica,industrial,post,swedish,sexy,arm7edf1187b9b3fa1,english,funky,arbfq7l1187b9acd48,segmentsPitches_var_7,arhonde11f4c83c1d7,segmentsPitches_var_6,black,artistTermsWeight_mean,melodic,arnlo5s1187b9b80cc,metal,00s,ard3lxu1187b9abfc5,segmentsLoudnessMaxStart_mean,world,year,emo,segmentsPitches_var_12,arpanxo1187b9b468a,glam,arm8p4t1187b99f4ba,progressive,punk,mellow,loudness,emotional,album,rock,segmentsPitches_mean_6,soundtrack,arwem1d1187fb4077b,arfcun31187b9ad578,epic,artistFamiliarity,aggressive,aruj5a41187fb3f5f1,ar633sy1187b9ac3b9,lyrics,american,death,arh6w4x1187b99274f,arndl191187fb51583,hard,metalcore,arbeohf1187b9b044d,armi8bw1187fb57b2e,ardibrt1187b9af176,artistHotness,Hit_Flop_Class
10,0.0,0.0,356.64733860000007,1.0,-33.04602314,0.0,1.0,0.0,1.0,0.35474876,0.6546679120000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.59232562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,553.7209442000001,0.0,1151.138556,0.0,0.7038587690000001,0.0,0.0,0.0,0.0,0.0,-19.47174711,2.0,0.0,0.0,263.04078119999997,0.0,0.0,0.0,1.0,1.0,0.0,-8.05,0.0,0.0,1.0,3.8973586780000002,0.0,0.0,0.0,0.0,0.677420465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378254686,0.0
11,0.0,0.0,412.2400444,0.0,-29.36921875,0.0,0.0,0.0,3.0,0.500528125,0.649739114,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04975156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,378.60435,0.0,448.6263978999999,0.0,0.65686564,0.0,0.0,4.0,0.0,0.0,-12.4506,0.0,0.0,1.0,140.9197344,0.0,0.0,0.0,0.0,1.0,0.0,-5.9079999999999995,0.0,0.0,3.0,-13.81346563,0.0,0.0,0.0,0.0,0.6090637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.363651365,0.0
12,0.0,0.0,734.3792239,0.0,17.03069788,0.0,0.0,0.0,1.0,0.267326644,0.805762654,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,39.65967001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.887169,0.0,658.951408,0.0,0.79339287,0.0,0.0,0.0,0.0,0.0,-23.56517726,1.0,1972.0,0.0,666.7452705000001,0.0,0.0,0.0,0.0,0.0,0.0,-11.939,0.0,0.0,7.0,-11.88436678,0.0,0.0,0.0,0.0,0.706827671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416173065,0.0
13,1.0,0.0,310.3401443,0.0,-53.39138786,0.0,0.0,0.0,2.0,0.301184026,0.745753268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.050573799999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0563477,0.0,300.9691997,0.0,0.768486241,0.0,0.0,0.0,0.0,0.0,-25.67133163,1.0,0.0,0.0,218.2077586,0.0,0.0,0.0,4.0,0.0,0.0,-15.335,0.0,0.0,8.0,-18.70558978,0.0,0.0,0.0,0.0,0.560557984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.45278947700000005,0.0
14,0.0,0.0,446.18724519999995,0.0,-34.75059851,0.0,0.0,0.0,0.0,0.10654275099999999,0.56576372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.74327138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.1317279999998,0.0,183.600592,0.0,0.729241307,0.0,0.0,0.0,0.0,0.0,-26.7595539,0.0,0.0,0.0,327.2991507,0.0,0.0,0.0,0.0,0.0,0.0,-17.699,0.0,0.0,0.0,-17.54823048,3.0,0.0,0.0,0.0,0.5975412179999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38265197100000004,0.0
15,1.0,0.0,378.6519695,0.0,9.037055502000001,0.0,0.0,0.0,1.0,0.482327703,0.55170471,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.11796091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,894.0879555,0.0,1157.189903,0.0,0.660571648,0.0,0.0,0.0,0.0,0.0,-35.39670801,1.0,0.0,0.0,298.9101244,0.0,0.0,0.0,0.0,0.0,0.0,-19.477999999999998,0.0,0.0,4.0,-7.996366795,0.0,0.0,0.0,0.0,0.49544592200000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294861262,0.0
16,0.0,0.0,207.0232909,0.0,-37.682388399999994,0.0,0.0,0.0,1.0,0.39127065,0.596625807,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.99037083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.04986459999998,0.0,268.68755710000005,0.0,0.674649631,0.0,0.0,4.0,0.0,0.0,-13.02695255,0.0,2007.0,0.0,188.19745790000002,0.0,0.0,0.0,0.0,5.0,0.0,-7.468999999999999,0.0,0.0,4.0,-21.87585237,0.0,0.0,0.0,0.0,0.527865076,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393121934,0.0
17,0.0,0.0,616.0419857999999,0.0,-2.798682111,0.0,0.0,0.0,0.0,0.238548263,0.593149519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66744402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.214115,0.0,996.7633374,0.0,0.661330522,0.0,0.0,0.0,0.0,0.0,-24.10325354,2.0,0.0,0.0,392.43255980000004,0.0,0.0,0.0,0.0,0.0,0.0,-12.716,0.0,0.0,0.0,13.32453539,0.0,0.0,0.0,0.0,0.48235604299999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350078579,0.0
18,0.0,0.0,549.8908387,0.0,-22.90918386,0.0,0.0,0.0,3.0,0.331634321,0.744389196,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.84240449,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.5165562000001,0.0,2433.70214,0.0,0.8142934540000001,0.0,0.0,0.0,1.0,0.0,-30.06001839,0.0,2006.0,0.0,437.344772,0.0,0.0,0.0,0.0,0.0,0.0,-10.93,0.0,0.0,3.0,-9.606001021,1.0,0.0,0.0,0.0,0.665322162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39421719899999996,1.0
19,0.0,0.0,590.1487307,0.0,5.420428305,0.0,0.0,0.0,1.0,0.36374301700000006,0.629646053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.22351769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.6317633,0.0,1454.270238,0.0,0.732313028,0.0,0.0,0.0,0.0,0.0,-24.58289385,0.0,1966.0,0.0,541.9244278,0.0,0.0,0.0,0.0,0.0,0.0,-8.541,0.0,0.0,4.0,15.05058473,1.0,0.0,0.0,0.0,0.41142104799999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33841481799999995,0.0
20,0.0,0.0,580.671805,0.0,-18.50928818,0.0,0.0,0.0,1.0,0.177255043,0.717238478,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,33.56260231,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0358285,0.0,155.7044534,0.0,0.746581215,0.0,0.0,0.0,0.0,0.0,-28.37675648,1.0,0.0,0.0,496.34052130000003,0.0,0.0,0.0,0.0,0.0,1.0,-21.552,0.0,0.0,3.0,-19.06351441,1.0,0.0,0.0,0.0,0.631946666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38070453600000004,0.0
21,0.0,0.0,214.21270919999998,0.0,29.96021694,0.0,0.0,0.0,0.0,0.33966129,0.518759666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.02170887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.6380584999999,0.0,1027.8645960000001,0.0,0.589790732,0.0,0.0,0.0,0.0,0.0,-16.08165,2.0,0.0,0.0,267.11615,0.0,0.0,0.0,0.0,0.0,0.0,-4.638,0.0,0.0,0.0,-15.94931048,0.0,0.0,0.0,0.0,0.407455644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30004649,0.0
22,0.0,0.0,303.6094023,0.0,0.327787688,0.0,0.0,0.0,0.0,0.23311180899999998,0.49687489799999995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,41.79804397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.3835972,0.0,1021.313124,0.0,0.66017191,0.0,0.0,0.0,0.0,0.0,-21.95755653,0.0,1990.0,0.0,203.6504951,0.0,0.0,0.0,0.0,0.0,0.0,-9.603,0.0,0.0,3.0,-10.10855151,0.0,0.0,0.0,0.0,0.711165787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46682699299999997,1.0
23,0.0,0.0,1073.5408539999999,0.0,30.09028495,0.0,0.0,0.0,0.0,0.296629032,0.642622703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18268817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.710787,0.0,278.7627444,0.0,0.741135997,0.0,0.0,0.0,0.0,0.0,-36.95205914,0.0,1985.0,0.0,937.6067583999999,0.0,0.0,0.0,0.0,0.0,0.0,-26.266,0.0,0.0,0.0,-25.16563441,1.0,0.0,0.0,0.0,0.44316239799999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30045446,0.0
24,0.0,0.0,158.74006619999997,0.0,10.45773427,0.0,0.0,0.0,2.0,0.26568143,0.67955131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.55089821,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.7902337999999,0.0,791.7303994,0.0,0.718747763,0.0,0.0,0.0,0.0,0.0,-20.10338772,5.0,2000.0,0.0,382.9205091,0.0,0.0,0.0,0.0,0.0,0.0,-6.305,0.0,0.0,1.0,-13.07805051,0.0,0.0,0.0,0.0,0.40043351299999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266275286,0.0
25,2.0,0.0,253.36209790000004,0.0,8.537457494,0.0,0.0,0.0,0.0,0.29292393699999997,0.8482888209999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.00351119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5568398,0.0,1020.075974,0.0,0.791557828,0.0,0.0,0.0,0.0,0.0,-22.85377964,0.0,0.0,0.0,155.3577052,0.0,0.0,0.0,0.0,0.0,0.0,-9.998,0.0,1.0,4.0,-18.99435347,0.0,0.0,0.0,0.0,0.477364752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.337507289,0.0
26,0.0,0.0,351.7017683,0.0,17.11912994,0.0,1.0,0.0,0.0,0.431123164,0.676196693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.04055254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.7474358999999,0.0,953.1770401,0.0,0.6837878479999999,0.0,0.0,0.0,0.0,0.0,-18.28492881,0.0,0.0,0.0,409.5309393,0.0,0.0,0.0,1.0,0.0,0.0,-6.693,0.0,0.0,2.0,-16.31727458,0.0,0.0,0.0,0.0,0.40838902200000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.139247394,0.0
27,1.0,0.0,197.82349419999997,0.0,-9.545827097,0.0,0.0,0.0,1.0,0.302012903,0.371189165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.36528258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,463.9995686000001,0.0,732.6016339,0.0,0.511967483,3.0,0.0,0.0,0.0,0.0,-10.50071355,0.0,2001.0,0.0,152.2862959,0.0,0.0,0.0,0.0,4.0,0.0,-2.658,0.0,0.0,3.0,-20.18607871,0.0,0.0,0.0,0.0,0.562463784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322485106,0.0
28,0.0,0.0,354.49568539999996,0.0,-6.9836590560000005,0.0,0.0,0.0,1.0,0.49731506799999997,0.800856742,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.64138204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.82977200000005,0.0,1075.70321,0.0,0.799602409,0.0,0.0,1.0,0.0,0.0,-13.11795129,0.0,2005.0,0.0,190.4115679,0.0,0.0,0.0,0.0,0.0,0.0,-4.42,0.0,0.0,1.0,-10.60293607,1.0,0.0,0.0,0.0,0.481004583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335651839,0.0
29,1.0,0.0,226.7541071,0.0,-28.325363899999996,0.0,2.0,0.0,4.0,0.18376544399999997,0.42306191600000004,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.54913996,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,287.2861006,0.0,1061.35522,0.0,0.499715887,0.0,0.0,4.0,0.0,0.0,-19.86548938,0.0,2005.0,0.0,154.56378469999999,0.0,0.0,0.0,0.0,1.0,0.0,-8.165,0.0,0.0,9.0,-6.77046332,1.0,0.0,0.0,0.0,0.7986451790000001,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.552413346,1.0
30,0.0,0.0,319.1548968,0.0,-19.8549711,0.0,0.0,0.0,2.0,0.355782659,0.739342383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.35059653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.7326657,0.0,450.74558509999997,0.0,0.7446727609999999,0.0,0.0,2.0,0.0,0.0,-12.64477919,0.0,0.0,0.0,189.1755908,0.0,0.0,0.0,0.0,2.0,0.0,-5.757999999999999,0.0,0.0,6.0,-16.6000659,0.0,0.0,0.0,0.0,0.454043995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42141510299999996,0.0
31,1.0,0.0,426.574704,0.0,-24.0138593,0.0,0.0,0.0,0.0,0.259202723,0.36672534,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.94973222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.175257,0.0,467.1741235,0.0,0.578123873,0.0,0.0,0.0,0.0,0.0,-11.79418457,0.0,0.0,0.0,254.6749904,0.0,0.0,0.0,0.0,0.0,0.0,-4.907,0.0,0.0,2.0,-15.08788048,0.0,0.0,0.0,0.0,0.5435161310000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.404182207,0.0
32,0.0,0.0,486.63361889999993,0.0,2.494175879,0.0,0.0,0.0,0.0,0.264460637,0.6432328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.20001173,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.5816461000001,0.0,287.1950397,1.0,0.740575823,0.0,0.0,0.0,0.0,0.0,-22.01081072,0.0,1995.0,0.0,329.85771360000007,0.0,0.0,0.0,0.0,0.0,0.0,-11.829,0.0,0.0,0.0,-18.30149414,0.0,0.0,0.0,0.0,0.559278494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432011947,0.0
33,0.0,0.0,258.5936117,1.0,-5.0124314089999995,0.0,0.0,0.0,0.0,0.429541801,0.432662469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.88057644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,708.4509425,0.0,898.1924713,0.0,0.556451638,0.0,0.0,0.0,0.0,0.0,-18.49203741,0.0,1991.0,0.0,161.6439248,0.0,0.0,0.0,1.0,0.0,0.0,-5.7010000000000005,0.0,0.0,0.0,-16.14830716,0.0,0.0,0.0,0.0,0.5419751079999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38418425799999995,0.0
